Número do Laudo,UNIDADE,TIPO DE AMOSTRA,TIPO DE COLETA,PONTO DE AMOSTRAGEM,MANANCIAL,LOCALIDADE,COD. PONTO,ENDERECO,SETOR,INTERESSADO,PARAMETRO,Metodologia,FRASCO,LIMITE INFERIOR,VALOR RESULTADO,VALOR LITERAL,LIMITE SUPERIOR,DATA DE COLETA,DATA DE ENTRADA,FORA DO PADRAO
N?  2155528-A/2155528/UN-BAC,UN-BAC,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Angicos,FRECHEIRINHA,42336,R. Tem. Eufrásio,UNBAC-FRECHEIRINHA,,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",1155,0,0,ausência em 100 mL,0,28/01/2019,28/01/2019,0
N?  2164482-A/2164482/UN-BAC,UN-BAC,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Poço Tubular,GRAÇA,42445,"R. Firmino G. Neto, s/n",UNBAC-GRACA,UNBSI,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",1155,0,0,ausência em 100 mL,0,26/02/2019,26/02/2019,0
N?  2155529-A/2155529/UN-BAC,UN-BAC,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Angicos,FRECHEIRINHA,42325,"R. SDO 21, s/n",UNBAC-FRECHEIRINHA,Casa deFarinha,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",1156,0,0,ausência em 100 mL,0,28/01/2019,28/01/2019,0
N?  2165652-A/2165652/UN-BAC,UN-BAC,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Sítio Corredouro,GRAÇA,226049,Rua Francisca A. de Azevedo,UNBAC-GRACA,UN-BAC - GRAÇA,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",1156,0,0,ausência em 100 mL,0,28/02/2019,28/02/2019,0
N?  2155530-A/2155530/UN-BAC,UN-BAC,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Angicos,FRECHEIRINHA,42263,R. Nord Rodrigues,UNBAC-FRECHEIRINHA,,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",1157,0,0,ausência em 100 mL,0,28/01/2019,28/01/2019,0
N?  2156578-A/2156578/UN-BAC,UN-BAC,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Acaraú Mirim,IPAGUAÇU,44907,R.  Ipaguassu Mirim,UNBAC-IPAGUAÇU MIRIM,,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",1157,0,0,ausência em 100 mL,0,05/02/2019,05/02/2019,0
N?  2153578-A/2153578/UN-BAC,UN-BAC,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,"Açude Angicos, Poço Tubular",FRECHEIRINHA,42333,R. Cap Joaquim Francisco,UNBAC-FRECHEIRINHA,,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",1158,0,0,ausência em 100 mL,0,24/01/2019,24/01/2019,0
N?  2156579-A/2156579/UN-BAC,UN-BAC,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Acaraú Mirim,IPAGUAÇU,44900,R. Sangradouro,UNBAC-IPAGUAÇU MIRIM,,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",1158,0,0,ausência em 100 mL,0,05/02/2019,05/02/2019,0
N?  2155531-A/2155531/UN-BAC,UN-BAC,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Angicos,FRECHEIRINHA,42302,R. Capitão Joaquim Francisco,UNBAC-FRECHEIRINHA,,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",1159,0,0,ausência em 100 mL,0,28/01/2019,29/01/2019,0
N?  2157965-A/2157965/UN-BAC,UN-BAC,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Acaraú Mirim,IPAGUAÇU,44561,"R. SDO, 72",UNBAC-IPAGUAÇU MIRIM,,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",1159,0,0,ausência em 100 mL,0,07/02/2019,07/02/2019,0
N?  2155532-A/2155532/UN-BAC,UN-BAC,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Angicos,FRECHEIRINHA,42283,Av. Nair Carneiro,UNBAC-FRECHEIRINHA,Fábrica,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",1160,0,0,ausência em 100 mL,0,31/01/2019,31/01/2019,0
N?  2158706-A/2158706/UN-BAC,UN-BAC,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Acaraú Mirim,IPAGUAÇU,44565,"R.  Ipaguassu Mirim, 145",UNBAC-IPAGUAÇU MIRIM,UNBAC,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",1160,0,0,ausência em 100 mL,0,12/02/2019,12/02/2019,0
N?  2160755-A/2160755/UN-BAC,UN-BAC,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Acaraú Mirim,IPAGUAÇU,42640,"R. Saída p/ Santana, 257",UNBAC-IPAGUAÇU MIRIM,,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",1161,0,0,ausência em 100 mL,0,14/02/2019,14/02/2019,0
N?  2146884-A/2146884/UN-BAC,UN-BAC,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Sítio Corredouro,GRAÇA,42431,"R. João Salmito A Lopes, s/n",UNBAC-GRACA,,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",1161,0,0,ausência em 100 mL,0,03/01/2019,03/01/2019,0
N?  2162036-A/2162036/UN-BAC,UN-BAC,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Acaraú Mirim,IPAGUAÇU,45232,"R. Estrada P/ Remédio, 83",UNBAC-IPAGUAÇU MIRIM,,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",1162,0,0,ausência em 100 mL,0,19/02/2019,19/02/2019,0
N?  2146885-A/2146885/UN-BAC,UN-BAC,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Sítio Corredouro,GRAÇA,42478,"R. Euclides Augusto Ribeiro, s/n",UNBAC-GRACA,,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",1162,0,0,ausência em 100 mL,0,03/01/2019,03/01/2019,0
N?  2162625-A/2162625/UN-BAC,UN-BAC,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,"Açude Ipaguassu Mirim, Açude Acaraú Mirim",IPAGUAÇU,224106,Posto de Saúde Miniposto Nº 221,UNBAC-IPAGUAÇU MIRIM,UN-BAC- IPAGUAÇU MIRIM,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",1163,0,0,ausência em 100 mL,0,21/02/2019,21/02/2019,0
N?  2153586-A/2153586/UN-BAC,UN-BAC,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Sítio Corredouro,GRAÇA,42474,"Bairro Santa Luzia, s/n - Escola R. Cunha Brito",UNBAC-GRACA,Escola R. Cunha Brito,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",1163,0,0,ausência em 100 mL,0,24/01/2019,24/01/2019,0
N?  2164484-A/2164484/UN-BAC,UN-BAC,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Acaraú Mirim,IPAGUAÇU,44562,"R. da Matriz, 230",UNBAC-IPAGUAÇU MIRIM,,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",1164,0,0,ausência em 100 mL,0,26/02/2019,26/02/2019,0
N?  2155539-A/2155539/UN-BAC,UN-BAC,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Sítio Corredouro,GRAÇA,42444,"R. Firmino G. Nascimento, s/n",UNBAC-GRACA,,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",1164,0,0,ausência em 100 mL,0,31/01/2019,31/01/2019,0
N?  2151459-A/2151459/UN-BAC,UN-BAC,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Sítio Corredouro,GRAÇA,42460,"Av. José C de Carvalho, s/n",UNBAC-GRACA,Sindicato,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",1165,0,0,ausência em 100 mL,0,18/01/2019,18/01/2019,0
N?  2164485-A/2164485/UN-BAC,UN-BAC,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Acaraú Mirim,IPAGUAÇU,44911,"R. Saída P/ Santana, 257",UNBAC-IPAGUAÇU MIRIM,,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",1165,0,0,ausência em 100 mL,0,26/02/2019,26/02/2019,0
N?  2155540-A/2155540/UN-BAC,UN-BAC,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Sítio Corredouro,GRAÇA,42409,"Av José Candido de Carvalho, s/n",UNBAC-GRACA,,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",1166,0,0,ausência em 100 mL,0,29/01/2019,29/01/2019,0
N?  2165658-A/2165658/UN-BAC,UN-BAC,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Acaraú Mirim,IPAGUAÇU,42638,"Chafariz Público, s/n",UNBAC-IPAGUAÇU MIRIM,,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",1166,0,0,ausência em 100 mL,0,28/02/2019,28/02/2019,0
N?  2155542-A/2155542/UN-BAC,UN-BAC,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Sítio Corredouro,GRAÇA,42470,"Praça Joaquim Bastos, s/n",UNBAC-GRACA,UNBSI,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",1167,0,0,ausência em 100 mL,0,29/01/2019,29/01/2019,0
N?  2156580-A/2156580/UN-BAC,UN-BAC,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Ayres de Sousa,IPUEIRAS,46809,"VL das Flores, s/n",UNBAC-IPUEIRAS,,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",1167,0,0,ausência em 100 mL,0,04/02/2019,05/02/2019,0
N?  2156581-A/2156581/UN-BAC,UN-BAC,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Ayres de Sousa,IPUEIRAS,46808,"R. SDO 01, s/n",UNBAC-IPUEIRAS,,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",1168,0,0,ausência em 100 mL,0,04/02/2019,05/02/2019,0
N?  2153587-A/2153587/UN-BAC,UN-BAC,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Sítio Corredouro,GRAÇA,42462,"R. Fco. Júlio Filizola, s/n",UNBAC-GRACA,Lanchonete Olavo Rosendo,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",1168,0,0,ausência em 100 mL,0,24/01/2019,24/01/2019,0
N?  2157966-A/2157966/UN-BAC,UN-BAC,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Ayres de Sousa,IPUEIRAS,227844,"Vila das Flores, nº 28",UNBAC-IPUEIRAS,UN-BAC - IPUEIRAS,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",1169,0,0,ausência em 100 mL,0,06/02/2019,07/02/2019,0
N?  2155543-A/2155543/UN-BAC,UN-BAC,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Sítio Corredouro,GRAÇA,42422,R. Joaquim Vicente de Alcantara,UNBAC-GRACA,,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",1169,0,1,presença em 100 mL,0,29/01/2019,29/01/2019,1
N?  2158927-A/2158927/UN-BAC,UN-BAC,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Ayres de Sousa,IPUEIRAS,46822,"R. SDO - 2, 20",UNBAC-IPUEIRAS,,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",1170,0,0,ausência em 100 mL,0,12/02/2019,12/02/2019,0
N?  2155545-A/2155545/UN-BAC,UN-BAC,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Sítio Corredouro,GRAÇA,42484,"R. João S. A. Lopes, s/n",UNBAC-GRACA,,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",1170,0,0,ausência em 100 mL,0,31/01/2019,31/01/2019,0
N?  2160756-A/2160756/UN-BAC,UN-BAC,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Ayres de Sousa,IPUEIRAS,46827,"R. SDO 02, 20",UNBAC-IPUEIRAS,,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",1171,0,0,ausência em 100 mL,0,13/02/2019,14/02/2019,0
N?  2146890-A/2146890/UN-BAC,UN-BAC,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,"Açude Ipaguassu Mirim, Açude Acaraú Mirim",IPAGUAÇU,45227,"EMEF. Alto Alegre, 23",UNBAC-IPAGUAÇU MIRIM,,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",1171,0,0,ausência em 100 mL,0,03/01/2019,03/01/2019,0
N?  2153594-A/2153594/UN-BAC,UN-BAC,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Acaraú Mirim,IPAGUAÇU,44908,"R. do Comércio, 12",UNBAC-IPAGUAÇU MIRIM,,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",1172,0,0,ausência em 100 mL,0,24/01/2019,24/01/2019,0
N?  2162039-A/2162039/UN-BAC,UN-BAC,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Ayres de Sousa,IPUEIRAS,46821,"VL das Flores, s/n",UNBAC-IPUEIRAS,,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",1172,0,1,presença em 100 mL,0,18/02/2019,19/02/2019,1
N?  2163817-A/2163817/UN-BAC,UN-BAC,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Ayres de Sousa,IPUEIRAS,46807,"R. Ipueirinhas, 28 c/5",UNBAC-IPUEIRAS,,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",1173,0,0,ausência em 100 mL,0,21/02/2019,22/02/2019,0
N?  2150715-A/2150715/UN-BAC,UN-BAC,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Ipaguassu Mirim,IPAGUAÇU,45226,"R. do Comércio, s/n",UNBAC-IPAGUAÇU MIRIM,,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",1173,0,0,ausência em 100 mL,0,16/01/2019,17/01/2019,0
N?  2152298-A/2152298/UN-BAC,UN-BAC,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Acaraú Mirim,IPAGUAÇU,45229,"R. São Luis, 279",UNBAC-IPAGUAÇU MIRIM,,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",1174,0,0,ausência em 100 mL,0,22/01/2019,22/01/2019,0
N?  2164486-A/2164486/UN-BAC,UN-BAC,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Ayres de Sousa,IPUEIRAS,46806,Br 222,UNBAC-IPUEIRAS,UN-BAC,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",1174,0,1,presença em 100 mL,0,26/02/2019,26/02/2019,1
N?  2165661-A/2165661/UN-BAC,UN-BAC,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Ayres de Sousa,IPUEIRAS,46820,"BR 222, s/n",UNBAC-IPUEIRAS,,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",1175,0,0,ausência em 100 mL,0,27/02/2019,28/02/2019,0
N?  2155551-A/2155551/UN-BAC,UN-BAC,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Acaraú Mirim,IPAGUAÇU,45232,"R. Estrada P/ Remédio, 83",UNBAC-IPAGUAÇU MIRIM,,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",1175,0,0,ausência em 100 mL,0,29/01/2019,29/01/2019,0
N?  2165663-A/2165663/UN-BAC,UN-BAC,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Ayres de Sousa,IPUEIRAS,46825,"R. Ipuerinhas, s/n",UNBAC-IPUEIRAS,,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",1176,0,0,ausência em 100 mL,0,27/02/2019,28/02/2019,0
N?  2155553-A/2155553/UN-BAC,UN-BAC,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Acaraú Mirim,IPAGUAÇU,44911,"R. Saída P/ Santana, 257",UNBAC-IPAGUAÇU MIRIM,,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",1176,0,0,ausência em 100 mL,0,29/01/2019,29/01/2019,0
N?  2153595-A/2153595/UN-BAC,UN-BAC,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Acaraú Mirim,IPAGUAÇU,42615,"R.  Ipaguassu Mirim, 239",UNBAC-IPAGUAÇU MIRIM,,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",1177,0,1,presença em 100 mL,0,24/01/2019,24/01/2019,1
N?  2156613-A/2156613/UN-BAC,UN-BAC,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Ayres de Sousa,JAIBARAS,45358,"R. Santa Clara, s/n",UNBAC-JAIBARAS,,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",1177,0,0,ausência em 100 mL,0,05/02/2019,05/02/2019,0
N?  2157968-A/2157968/UN-BAC,UN-BAC,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Ayres de Sousa,JAIBARAS,45454,"R. da Felicidade, 215",UNBAC-JAIBARAS,,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",1178,0,0,ausência em 100 mL,0,07/02/2019,07/02/2019,0
N?  2155554-A/2155554/UN-BAC,UN-BAC,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Acaraú Mirim,IPAGUAÇU,42640,"R. Saída p/ Santana, 257",UNBAC-IPAGUAÇU MIRIM,,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",1178,0,0,ausência em 100 mL,0,29/01/2019,29/01/2019,0
N?  2155555-A/2155555/UN-BAC,UN-BAC,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Acaraú Mirim,IPAGUAÇU,44571,"R. São Francisco, 44",UNBAC-IPAGUAÇU MIRIM,,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",1179,0,0,ausência em 100 mL,0,29/01/2019,29/01/2019,0
N?  2157969-A/2157969/UN-BAC,UN-BAC,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Ayres de Sousa,JAIBARAS,45459,"Av. 7 de Setembro, 42",UNBAC-JAIBARAS,Maternidade Família Leda Prado,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",1179,0,0,ausência em 100 mL,0,07/02/2019,07/02/2019,0
N?  2158933-A/2158933/UN-BAC,UN-BAC,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Ayres de Sousa,JAIBARAS,45335,"Av. Principal, s/n",UNBAC-JAIBARAS,,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",1180,0,0,ausência em 100 mL,0,12/02/2019,12/02/2019,0
N?  2155556-A/2155556/UN-BAC,UN-BAC,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Acaraú Mirim,IPAGUAÇU,42629,"R. Alto Alegre, 36",UNBAC-IPAGUAÇU MIRIM,,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",1180,0,0,ausência em 100 mL,0,31/01/2019,31/01/2019,0
N?  2160758-A/2160758/UN-BAC,UN-BAC,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Ayres de Sousa,JAIBARAS,45365,Estrada P/ Cariré s/n,UNBAC-JAIBARAS,,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",1181,0,0,ausência em 100 mL,0,14/02/2019,14/02/2019,0
N?  2146896-A/2146896/UN-BAC,UN-BAC,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Ayres de Sousa,JAIBARAS,45460,"Entrada para Cariré, s/n",UNBAC-JAIBARAS,Centro Escolar Prof. S. Sousa,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",1181,0,0,ausência em 100 mL,0,03/01/2019,03/01/2019,0
N?  2162041-A/2162041/UN-BAC,UN-BAC,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Ayres de Sousa,JAIBARAS,45347,"R. Alto Alegre, 01, s/n",UNBAC-JAIBARAS,,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",1182,0,0,ausência em 100 mL,0,19/02/2019,19/02/2019,0
N?  2153608-A/2153608/UN-BAC,UN-BAC,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Ayres de Sousa,JAIBARAS,45457,"R. 7 de Setembro, 84",UNBAC-JAIBARAS,Escritório da CAGECE,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",1182,0,0,ausência em 100 mL,0,24/01/2019,24/01/2019,0
N?  2152306-A/2152306/UN-BAC,UN-BAC,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Ayres de Sousa,JAIBARAS,45361,"R. DR. Aragão, s/n",UNBAC-JAIBARAS,,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",1183,0,0,ausência em 100 mL,0,22/01/2019,22/01/2019,0
N?  2162629-A/2162629/UN-BAC,UN-BAC,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Ayres de Sousa,JAIBARAS,45361,"R. DR. Aragão, s/n",UNBAC-JAIBARAS,,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",1183,0,0,ausência em 100 mL,0,21/02/2019,21/02/2019,0
N?  2162632-A/2162632/UN-BAC,UN-BAC,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Ayres de Sousa,JAIBARAS,45360,"R. Manoel Rodrigues, 76",UNBAC-JAIBARAS,Anexo Escolar,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",1184,0,0,ausência em 100 mL,0,21/02/2019,21/02/2019,0
N?  2152307-A/2152307/UN-BAC,UN-BAC,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Ayres de Sousa,JAIBARAS,45358,"R. Santa Clara, s/n",UNBAC-JAIBARAS,,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",1184,0,0,ausência em 100 mL,0,22/01/2019,22/01/2019,0
N?  2155566-A/2155566/UN-BAC,UN-BAC,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Ayres de Sousa,JAIBARAS,45364,"Av. 7 de Setembro, s/n",UNBAC-JAIBARAS,Creche Anexo,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",1185,0,0,ausência em 100 mL,0,29/01/2019,29/01/2019,0
N?  2164488-A/2164488/UN-BAC,UN-BAC,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Ayres de Sousa,JAIBARAS,192421,"Rua do Comércio, nº 193",UNBAC-JAIBARAS,UNBAC - JAIBARAS,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",1185,0,0,ausência em 100 mL,0,26/02/2019,26/02/2019,0
N?  2155569-A/2155569/UN-BAC,UN-BAC,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Ayres de Sousa,JAIBARAS,45464,"R. DR. Aragão, s/n",UNBAC-JAIBARAS,Cagece - UNBSA,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",1186,0,0,ausência em 100 mL,0,29/01/2019,29/01/2019,0
N?  2165667-A/2165667/UN-BAC,UN-BAC,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Ayres de Sousa,JAIBARAS,45464,"R. DR. Aragão, s/n",UNBAC-JAIBARAS,Cagece - UNBSA,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",1186,0,0,ausência em 100 mL,0,28/02/2019,28/02/2019,0
N?  2153609-A/2153609/UN-BAC,UN-BAC,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Ayres de Sousa,JAIBARAS,45338,"Av. Principal, 16",UNBAC-JAIBARAS,Centro Educacional Monsenhor Osmar,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",1187,0,0,ausência em 100 mL,0,24/01/2019,24/01/2019,0
N?  2156623-A/2156623/UN-BAC,UN-BAC,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Poços Tubulares,LAPA,43832,"R. Inácia Cândida, s/n",UNBAC-LAPA,,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",1187,0,0,ausência em 100 mL,0,05/02/2019,05/02/2019,0
N?  2157971-A/2157971/UN-BAC,UN-BAC,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Poços Tubulares,LAPA,43829,"R. Mariano Saraiva, s/n",UNBAC-LAPA,Creche JD. Esperança,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",1188,0,0,ausência em 100 mL,0,07/02/2019,07/02/2019,0
N?  2153611-A/2153611/UN-BAC,UN-BAC,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Ayres de Sousa,JAIBARAS,45462,"Travessa do Comércio, 149",UNBAC-JAIBARAS,Colégio D. Leonilha Gomes Parente,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",1188,0,0,ausência em 100 mL,0,24/01/2019,24/01/2019,0
N?  2157972-A/2157972/UN-BAC,UN-BAC,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Poços Tubulares,LAPA,43822,"R. João Domingos Lopes, s/n",UNBAC-LAPA,Mercantil São Francisco,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",1189,0,0,ausência em 100 mL,0,07/02/2019,07/02/2019,0
N?  2155570-A/2155570/UN-BAC,UN-BAC,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Ayres de Sousa,JAIBARAS,265622,Semestral - R. da Felicidade nº 215,UNBAC-JAIBARAS,UN-BAC - JAIBARAS,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",1189,0,0,ausência em 100 mL,0,29/01/2019,29/01/2019,0
N?  2158939-A/2158939/UN-BAC,UN-BAC,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Poços Tubulares,LAPA,43864,"R. Mariano Saraiva, s/n",UNBAC-LAPA,,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",1190,0,0,ausência em 100 mL,0,12/02/2019,12/02/2019,0
N?  2146900-A/2146900/UN-BAC,UN-BAC,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Poços Tubulares,LAPA,43833,"R. João Gonçalves de Mendonça, s/n",UNBAC-LAPA,,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",1191,0,0,ausência em 100 mL,0,03/01/2019,03/01/2019,0
N?  2160760-A/2160760/UN-BAC,UN-BAC,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Poços Tubulares,LAPA,43863,"R. Nossa Senhora das Graças, s/n",UNBAC-LAPA,UN BAC,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",1191,0,0,ausência em 100 mL,0,14/02/2019,14/02/2019,0
N?  2160761-A/2160761/UN-BAC,UN-BAC,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Poços Tubulares,LAPA,43835,"R. Mariano Saraiva, s/n",UNBAC-LAPA,,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",1192,0,0,ausência em 100 mL,0,14/02/2019,14/02/2019,0
N?  2153625-A/2153625/UN-BAC,UN-BAC,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Poços Tubulares,LAPA,43828,"R. 12 de Outubro, s/n",UNBAC-LAPA,Posto de Saúde,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",1192,0,0,ausência em 100 mL,0,24/01/2019,24/01/2019,0
