Número do Laudo,UNIDADE,TIPO DE AMOSTRA,TIPO DE COLETA,PONTO DE AMOSTRAGEM,MANANCIAL,LOCALIDADE,COD. PONTO,ENDERECO,SETOR,INTERESSADO,PARAMETRO,Metodologia,FRASCO,LIMITE INFERIOR,VALOR RESULTADO,VALOR LITERAL,LIMITE SUPERIOR,DATA DE COLETA,DATA DE ENTRADA,FORA DO PADRAO
N?  2155515-A/2155515/UN-BBA,UN-BBA,Água Bruta,Completa,Direto do manancial,Açude dos Macacos,IBARETAMA,166061,Manancial - SEMESTRAL,IBARETAMA,UN BBA,Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",58,0,"80,2","80,2",10000000,30/01/2019,30/01/2019,0
N?  2155576-A/2155576/UN-BBA,UN-BBA,Água Tratada Saída Sistema,Completa,Torneira de saída da ETA,Açude dos Macacos,IBARETAMA,317370,Estação de Tratamento de Água - SEMESTRAL,IBARETAMA,UN BBA,Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",59,0,"76,2","76,2",1000000,30/01/2019,30/01/2019,0
N?  2155582-A/2155582/UN-BBA,UN-BBA,Água Tratada Rede de Distribuição,Completa,Torneira de entrada,Açude dos Macacos,IBARETAMA,317371,"Av. João de Almeida, s/n (Posto Serra Azul) - Semestral",IBARETAMA,UN BBA,Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",60,0,"68,1","68,1",1000000,30/01/2019,30/01/2019,0
N?  2170646-A/2170646/UN-BBA,UN-BBA,Água Bruta Classe 2,Água Bruta,Direto do manancial,Açude São José,PIQUET CARNEIRO,82602,Manancial,UNBBA-PIQUET CARNEIRO,UN-BBA,Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",76,0,"84,1","84,1",1000000,19/03/2019,19/03/2019,0
N?  2149187-A/2149187/UN-BBA,UN-BBA,Água Bruta,Completa,Direto do canal,Canal Eixão das Águas - Jusante Castanhão,IBICUITINGA,264182,Manancial - SEMESTRAL,UNBBA-IBICUITINGA,UN BBA,Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",83,0,"112,2","112,2",10000000,15/01/2019,15/01/2019,0
N?  2150804-A/2150804/UN-BBA,UN-BBA,Água Bruta,Completa,Diretamente do poço,Poço Amazonas,IBICUITINGA,317375,POÇO AMAZONAS 01 - SEMESTRAL,UNBBA-IBICUITINGA,UN BBA,Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",84,0,"218,5","218,5",10000000,15/01/2019,15/01/2019,0
N?  2150806-A/2150806/UN-BBA,UN-BBA,Água Bruta,Completa,Diretamente do poço,Poço Amazonas,IBICUITINGA,317376,POÇO AMAZONAS 02 - SEMESTRAL,UNBBA-IBICUITINGA,UN BBA,Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",85,0,"188,4","188,4",10000000,15/01/2019,15/01/2019,0
N?  2150807-A/2150807/UN-BBA,UN-BBA,Água Bruta,Completa,Diretamente do poço,Poço Amazonas,IBICUITINGA,317377,POÇO AMAZONAS 03 - SEMESTRAL,UNBBA-IBICUITINGA,UN BBA,Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",86,0,"202,4","202,4",10000000,15/01/2019,15/01/2019,0
N?  2153073-A/2153073/UN-BBA,UN-BBA,Água Tratada Saída Sistema,Completa,Torneira de saída da ETA,Canal Eixão das Águas,IBICUITINGA,38399,Estação de Tratamento de Água - SEMESTRAL,UNBBA-IBICUITINGA,UN-BBA,Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",87,0,"116,2","116,2",1000000,22/01/2019,22/01/2019,0
N?  2153074-A/2153074/UN-BBA,UN-BBA,Água Tratada Rede de Distribuição,Completa,Torneira de entrada,Canal Eixão das Águas,IBICUITINGA,156721,"R. João Cirino da Silva, nº 255 - Semestral",UNBBA-IBICUITINGA,UN BBA,Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",88,0,"88,2","88,2",1000000,22/01/2019,22/01/2019,0
N?  2150795-A/2150795/UN-BBA,UN-BBA,Água Bruta,Água Bruta,Diretamente do poço,Poço Amazonas,IBICUITINGA,317852,Poço Amazonas 04 - SEMESTRAL,UNBBA-IBICUITINGA,UN BBA,Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",89,0,"152,3","152,3",10000000,15/01/2019,15/01/2019,0
N?  2150797-A/2150797/UN-BBA,UN-BBA,Água Bruta,Água Bruta,Diretamente do poço,Poço Amazonas,IBICUITINGA,317853,Poço Amazonas 05 - SEMESTRAL,UNBBA-IBICUITINGA,UN BBA,Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",90,0,"132,3","132,3",10000000,15/01/2019,15/01/2019,0
N?  2153072-A/2153072/UN-BBA,UN-BBA,Água Bruta,Água Bruta,Direto do manancial,Rio Banabuiú,IBICUITINGA,85403,Manancial - SEMESTRAL,UNBBA-IBICUITINGA,UN-BBA,Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",91,0,"80,2","80,2",10000000,22/01/2019,22/01/2019,0
N?  2146603-A/2146603/UN-BBA,UN-BBA,Água Tratada Saída Sistema,Completa,Torneira de saída da ETA,Açude Castro,ITAPIÚNA,51222,Estação de Tratamento de Água - SEMESTRAL,UNBBA-ITAPIUNA,UN BBA,Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",100,0,"168,4","168,4",1000000,02/01/2019,02/01/2019,0
N?  2146605-A/2146605/UN-BBA,UN-BBA,Água Tratada Rede de Distribuição,Completa,Torneira de entrada,"Açude Castro, Poços",ITAPIÚNA,173961,"Travessa Cleiton de Oliveira, s/n (Jaqueline) - Semestral",UNBBA-ITAPIUNA,UN BBA,Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",102,0,"217,1","217,1",1000000,02/01/2019,02/01/2019,0
N?  2148089-A/2148089/UN-BBA,UN-BBA,Água Bruta,Completa,Direto do manancial,Açude Castro,ITAPIÚNA,85401,Manancial - SEMESTRAL,UNBBA-ITAPIUNA,UN-BBA,Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",103,0,"204,9","204,9",10000000,09/01/2019,09/01/2019,0
N?  2148090-A/2148090/UN-BBA,UN-BBA,Água Bruta,Completa,Diretamente do poço,PT - 01,ITAPIÚNA,320683,PT 01 - Fazenda Agroitá - SEMESTRAL,UNBBA-ITAPIUNA,UN BBA,Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",104,0,"290,1","290,1",10000000,09/01/2019,09/01/2019,0
N?  2148091-A/2148091/UN-BBA,UN-BBA,Água Bruta,Completa,Diretamente do poço,Poço Tubular 02,ITAPIÚNA,320684,PT 02 - Fazenda Agroitá - SEMESTRAL,UNBBA-ITAPIUNA,UN BBA,Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",105,0,"389,5","389,5",10000000,09/01/2019,09/01/2019,0
N?  2150850-A/2150850/UN-BBA,UN-BBA,Água Bruta,Completa,Diretamente do poço,Poço Tubular 09,ITAPIÚNA,317395,PT 09 - Caio Prado - SEMESTRAL,PT 02 - Caio Prado,UN BBA,Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",107,0,457,457,10000000,16/01/2019,16/01/2019,0
N?  2150852-A/2150852/UN-BBA,UN-BBA,Água Bruta,Completa,Diretamente do poço,Poço Tubular 10,ITAPIÚNA,325206,PT 10 - Caio Prado - SEMESTRAL,PT 03 - Caio Prado,UN BBA,Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",108,0,499,499,10000000,16/01/2019,16/01/2019,0
N?  2153080-A/2153080/UN-BBA,UN-BBA,Água Bruta,Completa,Diretamente do poço,Poço Tubular 04,ITAPIÚNA,317393,PT 04 - Barra Nova - SEMESTRAL,PT 01 - Barra Nova,UN BBA,Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",109,0,"356,7","356,7",10000000,23/01/2019,23/01/2019,0
N?  2153081-A/2153081/UN-BBA,UN-BBA,Água Bruta,Completa,Diretamente do poço,Poço Tubular 12,ITAPIÚNA,325207,PT 12 - Barra Nova - SEMESTRAL,PT 02 - Barra Nova,UN BBA,Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",110,0,"426,9","426,9",10000000,23/01/2019,23/01/2019,0
N?  2153082-A/2153082/UN-BBA,UN-BBA,Água Bruta,Completa,Diretamente do poço,Poço Tubular 11,ITAPIÚNA,325208,PT 11 - Bico da Arara - SEMESTRAL,UNBBA-ITAPIUNA,UN BBA,Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",111,0,"346,7","346,7",10000000,23/01/2019,23/01/2019,0
N?  2148100-A/2148100/UN-BBA,UN-BBA,Água Bruta,Completa,Diretamente do poço,PT - 05,ITATIRA,91862,PT 05 - SEMESTRAL,UNBBA-ITATIRA,UN-BBA,Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",118,0,"399,7","399,7",10000000,07/01/2019,07/01/2019,0
N?  2148101-A/2148101/UN-BBA,UN-BBA,Água Bruta,Completa,Diretamente do poço,PT - 11,ITATIRA,158281,PT 11 - SEMESTRAL,UNBBA-ITATIRA,UNBBA,Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",120,0,"200,9","200,9",10000000,07/01/2019,07/01/2019,0
N?  2148102-A/2148102/UN-BBA,UN-BBA,Água Bruta,Completa,Diretamente do poço,PT - 14,ITATIRA,237544,PT 14 - SEMESTRAL,UNBBA-ITATIRA,UN BBA,Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",121,0,"598,5","598,5",10000000,07/01/2019,07/01/2019,0
N?  2148103-A/2148103/UN-BBA,UN-BBA,Água Bruta,Completa,Diretamente do poço,PT - 17,ITATIRA,296442,PT 17 - SEMESTRAL,UNBBA-ITATIRA,UNBBA,Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",123,0,351,351,10000000,07/01/2019,07/01/2019,0
N?  2148104-A/2148104/UN-BBA,UN-BBA,Água Tratada Saída Sistema,Completa,Torneira de saída da ETA,Poços Tubulares,ITATIRA,51301,Estação de Tratamento de Água - SEMESTRAL,UNBBA-ITATIRA,UN-BBA,Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",134,0,"401,7","401,7",1000000,07/01/2019,07/01/2019,0
N?  2148105-A/2148105/UN-BBA,UN-BBA,Água Tratada Rede de Distribuição,Completa,Torneira de entrada,Poços Tubulares,ITATIRA,156821,"Conjunto Novo, s/n (Jeane) - Semestral",UNBBA-ITATIRA,UN BBA,Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",135,0,"263,7","263,7",1000000,07/01/2019,07/01/2019,0
N?  2149188-A/2149188/UN-BBA,UN-BBA,Água Bruta,Completa,Direto do manancial,Rio Jaguaribe,JAGUARETAMA,236542,Manancial - SEMESTRAL,UNBBA-JAGUARETAMA,UNBBA,Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",139,0,"200,4","200,4",10000000,15/01/2019,15/01/2019,0
N?  2149189-A/2149189/UN-BBA,UN-BBA,Água Tratada Saída Sistema,Completa,Torneira de saída da ETA,Rio Jaguaribe,JAGUARETAMA,258625,Estação de Tratamento de Água - SEMESTRAL,UNBBA-JAGUARETAMA,UN BBA,Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",159,0,"190,4","190,4",1000000,15/01/2019,15/01/2019,0
N?  2149190-A/2149190/UN-BBA,UN-BBA,Água Tratada Rede de Distribuição,Completa,Torneira de entrada,Rio Jaguaribe,JAGUARETAMA,156761,"R. Raimundo Pontes de Lima, nº 859 - Semestral",UNBBA-JAGUARETAMA,UN BBA,Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",160,0,"184,4","184,4",1000000,15/01/2019,15/01/2019,0
N?  2153131-A/2153131/UN-BBA,UN-BBA,Água Tratada Saída Sistema,Completa,Torneira de saída da ETA,Açude Pedras Brancas,JUATAMA,156802,Estação de Tratamento de Água - SEMESTRAL,JUATAMA,UN BBA,Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",162,0,"140,3","140,3",1000000,22/01/2019,22/01/2019,0
N?  2153136-A/2153136/UN-BBA,UN-BBA,Água Tratada Rede de Distribuição,Completa,Torneira de entrada,Açude Pedras Brancas,JUATAMA,156803,"R. Joaquim Medeiros, nº 1741 - SEMESTRAL",JUATAMA,UN BBA,Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",165,0,"140,3","140,3",1000000,22/01/2019,22/01/2019,0
N?  2148177-A/2148177/UN-BBA,UN-BBA,Água Bruta,Completa,Direto do manancial,Açude Aracoiaba,OCARA,320733,Manancial - SEMESTRAL,UNBBA-OCARA,UN BBA,Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",170,0,"87,2","87,2",10000000,09/01/2019,09/01/2019,0
N?  2148179-A/2148179/UN-BBA,UN-BBA,Água Bruta,Completa,Direto do manancial,"Rio Choró, Rio Aracoiaba",OCARA,51383,Manancial - SEMESTRAL,UNBBA-OCARA,UN BBA,Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",193,0,"95,4","95,4",10000000,09/01/2019,09/01/2019,0
N?  2148181-A/2148181/UN-BBA,UN-BBA,Água Tratada Saída Sistema,Completa,Torneira de saída da ETA,Açude Aracoiaba,OCARA,51382,Estação de Tratamento de Água - SEMESTRAL,UNBBA-OCARA,UN-BBA,Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",194,0,"81,2","81,2",1000000,09/01/2019,09/01/2019,0
N?  2148182-A/2148182/UN-BBA,UN-BBA,Água Tratada Rede de Distribuição,Completa,Torneira de entrada,Açude Aracoiaba,OCARA,156763,"R. João Batista, s/n (Isabel) - Semestral",UNBBA-OCARA,UN BBA,Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",195,0,"87,2","87,2",1000000,09/01/2019,09/01/2019,0
N?  2148195-A/2148195/UN-BBA,UN-BBA,Água Bruta,Completa,Direto do manancial,Açude General Sampaio,PARAMOTI,316491,Manancial - SEMESTRAL,UNBBA-PARAMOTI,UN BBA,Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",199,0,"133,9","133,9",10000000,07/01/2019,07/01/2019,0
N?  2148198-A/2148198/UN-BBA,UN-BBA,Água Tratada Saída Sistema,Completa,Torneira de saída da ETA,Açude General Sampaio,PARAMOTI,316490,Estação de Tratamento de Água - SEMESTRAL,UNBBA-PARAMOTI,UN BBA,Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",200,0,"121,7","121,7",1000000,07/01/2019,07/01/2019,0
N?  2148199-A/2148199/UN-BBA,UN-BBA,Água Tratada Rede de Distribuição,Completa,Torneira de entrada,Açude General Sampaio,PARAMOTI,317442,"R. Alexandre Teixeira, nº 26 - Semestral",UNBBA-PARAMOTI,UN BBA,Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",201,0,"121,7","121,7",1000000,07/01/2019,07/01/2019,0
N?  2153334-A/2153334/UN-BBA,UN-BBA,Água Tratada Saída Sistema,Completa,Torneira de saída da ETA,Açude Pedras Brancas,QUIXADÁ,51422,EStação de Tratamento de Água - SEMESTRAL,UNBBA-QUIXADÁ,UN-BBA,Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",214,0,"140,3","140,3",1000000,22/01/2019,22/01/2019,0
N?  2153335-A/2153335/UN-BBA,UN-BBA,Água Tratada Rede de Distribuição,Completa,Torneira de entrada,Açude Pedras Brancas,QUIXADÁ,156782,"Tr. José Jucá, nº 57 - Rodoviária (SEMESTRAL)",UNBBA-QUIXADÁ,UN BBA,Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",215,0,"140,3","140,3",1000000,22/01/2019,22/01/2019,0
N?  2155761-A/2155761/UN-BBA,UN-BBA,Água Tratada Rede de Distribuição,Completa,Torneira de entrada,Açude Pedras Brancas,QUIXADÁ,75461,"Rua Clarindo de Queiroz, 224 - Clín. Hemodiálise",Clínica de Hemodiálise,UNBBA,Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",216,0,"140,3","140,3",1000000,30/01/2019,30/01/2019,0
N?  2148305-A/2148305/UN-BBA,UN-BBA,Água Bruta,Completa,Direto do manancial,Açude Patú,SENADOR POMPEU,51463,Manancial - SEMESTRAL,UNBBA-SENADOR POMPEU,UN BBA,Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",223,0,144,144,10000000,08/01/2019,08/01/2019,0
N?  2148306-A/2148306/UN-BBA,UN-BBA,Água Tratada Saída Sistema,Completa,Torneira de saída da ETA,Açude Patú,SENADOR POMPEU,51462,Estação de Tratamento de Água - SEMESTRAL,UNBBA-SENADOR POMPEU,UN BBA,Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",225,0,"115,6","115,6",1000000,08/01/2019,08/01/2019,0
N?  2148309-A/2148309/UN-BBA,UN-BBA,Água Tratada Rede de Distribuição,Completa,Torneira de entrada,Açude Patú,SENADOR POMPEU,156783,"Travessa Ana Franco do Nascimento, s/n (PSF) - Semestral",UNBBA-SENADOR POMPEU,UN BBA,Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",226,0,"113,6","113,6",1000000,08/01/2019,08/01/2019,0
N?  2149191-A/2149191/UN-BBA,UN-BBA,Água Bruta,Completa,Direto do manancial,Açude Pedras Brancas,TAPUIARA,51466,Manancial - SEMESTRAL,UNBBA-TAPUIARÁ,UN BBA,Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",233,0,"176,4","176,4",10000000,15/01/2019,15/01/2019,0
N?  2149192-A/2149192/UN-BBA,UN-BBA,Água Tratada Saída Sistema,Completa,Torneira de saída da ETA,Açude Pedras Brancas,TAPUIARA,82681,Estação de Tratamento de Água - SEMESTRAL,UNBBA-TAPUIARÁ,UN-BBA,Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",235,0,"178,4","178,4",1000000,15/01/2019,15/01/2019,0
N?  2149193-A/2149193/UN-BBA,UN-BBA,Água Tratada Rede de Distribuição,Completa,Torneira de entrada,Açude Pedras Brancas,TAPUIARA,156801,"R. Antonio Augusto Lima, s/n (Antonieta) - Semestral",UNBBA-TAPUIARÁ,UN BBA,Alcalinidade - Bicarbonatos,"2320 B, SMEWW 23rd Ed., 2017",236,0,"174,4","174,4",1000000,15/01/2019,15/01/2019,0
N?  2169810-A/2169810/UN-BBA,UN-BBA,Água Tratada Rede de Distribuição,Completa,Torneira de entrada,Açude Pedras Brancas,QUIXADÁ,75461,"R. Clarindo de Queiroz, 224 - Clín. Hemodiálise",Clínica de Hemodiálise,UNBBA,Alcalinidade - Carbonatos,"2320 B, SMEWW 23rd Ed., 2017",2,0,0,Ausente,1000000,12/03/2019,12/03/2019,0
N?  2179780-A/2179780/UN-BBA,UN-BBA,Água Tratada Rede de Distribuição,Completa,Torneira de entrada,Açude Pedras Brancas,QUIXADÁ,75461,"R. Clarindo de Queiroz, 224 - Clín. Hemodiálise",Clínica de Hemodiálise,UNBBA,Alcalinidade - Carbonatos,"2320 B, SMEWW 23rd Ed., 2017",2,0,0,Ausente,1000000,09/04/2019,09/04/2019,0
N?  2160340-A/2160340/UN-BBA,UN-BBA,Água Tratada Rede de Distribuição,Completa,Torneira de entrada,Açude Pedras Brancas,QUIXADÁ,75461,"R. Clarindo de Queiroz, 224 - Clin. Hemodiálise",Clínica de Hemodiálise,UNBBA,Alcalinidade - Carbonatos,"2320 B, SMEWW 23rd Ed., 2017",2,0,0,Ausente,1000000,12/02/2019,12/02/2019,0
N?  2148049-A/2148049/UN-BBA,UN-BBA,Água Tratada Rede de Distribuição,Completa,Torneira de entrada,Açude General Sampaio,CAMPOS BELOS,274103,"Rua Baliza, s/n (Posto de Saúde) - Semestral",CAMPOS BELOS,UN BBA,Alcalinidade - Carbonatos,"2320 B, SMEWW 23rd Ed., 2017",3,0,0,Ausente,1000000,07/01/2019,07/01/2019,0
N?  2148054-A/2148054/UN-BBA,UN-BBA,Água Bruta,Completa,Direto do manancial,Açude Pesqueiro,CAPISTRANO,173941,Manancial - SEMESTRAL,UNBBA-CAPISTRANO,UN BBA,Alcalinidade - Carbonatos,"2320 B, SMEWW 23rd Ed., 2017",17,0,0,Ausente,10000000,09/01/2019,09/01/2019,0
N?  2148055-A/2148055/UN-BBA,UN-BBA,Água Tratada Saída Sistema,Completa,Torneira de saída da ETA,Açude Pesqueiro,CAPISTRANO,85484,Estação de Tratamento de Água - SEMESTRAL,UNBBA-CAPISTRANO,UN-BBA,Alcalinidade - Carbonatos,"2320 B, SMEWW 23rd Ed., 2017",19,0,0,Ausente,1000000,09/01/2019,09/01/2019,0
N?  2148056-A/2148056/UN-BBA,UN-BBA,Água Tratada Rede de Distribuição,Completa,Torneira de entrada,Açude Pesqueiro,CAPISTRANO,156681,"R. Antonio Fernandes Bezerra, nº 350 - Semestral",UNBBA-CAPISTRANO,UN BBA,Alcalinidade - Carbonatos,"2320 B, SMEWW 23rd Ed., 2017",22,0,0,Ausente,1000000,09/01/2019,09/01/2019,0
N?  2148062-A/2148062/UN-BBA,UN-BBA,Água Bruta,Completa,Direto do manancial,Açude São Domingos,CARIDADE,182923,Manancial - SEMESTRAL,UNBBA-CARIDADE,UN BBA,Alcalinidade - Carbonatos,"2320 B, SMEWW 23rd Ed., 2017",30,0,0,Ausente,10000000,07/01/2019,07/01/2019,0
N?  2148063-A/2148063/UN-BBA,UN-BBA,Água Tratada Saída Sistema,Completa,Torneira de saída da ETA,Açude São Domingos,CARIDADE,58427,Estação de Tratamento de Água - SEMESTRAL,UNBBA-CARIDADE,UN-BBA,Alcalinidade - Carbonatos,"2320 B, SMEWW 23rd Ed., 2017",33,0,0,Ausente,1000000,07/01/2019,07/01/2019,0
