"","DATA","COLETA","MICROCISTINAS","SAXITOXINAS","CILINDROSPERMOPSINA","Bacillariophyta","Cryptomonas sp.","Cylindrospermopsis raciborskii","Pseudanabaena sp","Aulacoseira granulata","Monoraphidium contortum","Aphanizomenon sp.","Dictyosphaerium sp.","Chroococcales","Planktothrix agardhii","Staurastrum sp.","Scenedesmus sp.","Aphanocapsa sp.","Tetraedron minimum","Geitlerinema sp.","Trachelomonas sp.","Planktolyngbya limnetica","Closterium sp.","Cyclotella sp.","Peridinium sp.","Sem Registro","Dolichospermum sp.","Merismopedia sp.","Desmodesmus sp.","Actinastrum sp.","Coelastrum sp.","Planktolyngbya sp.","Coelastrum pseudomicroporum","Oocystis sp.","Crucigenia sp.","Nephrocytium sp.","Micractinium sp.","Microcystis sp.","Anagnostidinema amphibium","Pseudanabaenaceae","Pseudanabaena cf. acicularis","Synechococcales","Pseudanabaena cf. raphidioides","Cylindrospermopsis phillippinensis","Phormidiaceae","Lagerheimia sp.","Chlorococcales","Coelomoron sp.","Aulacoseira sp.","Tetraedron sp.","Monactinus simplex","Merismopedia tenuissima","Synechocystis sp.","Euglena sp.","Euglenophyta","Botryococcus sp.","Cosmarium sp.","Crucigeniella sp.","Actinochloris sphaerica","Anabaenopsis sp.","Schroederia sp.","Coelastrum microporum","Romeria sp.","Coelastrum reticulatum","Chlamydomonas sp.","Kirchneriella sp.","Isthmochloron lobulatum","Planktothrix sp.","Tetraedron caudatum","Xantophyceae","Crucigenia tetrapedia","Anabaena sp.","Aphanocapsa delicatissima","Phacus sp.","Lagerheimia ciliata","Monoraphidium griffithii","Microcystis aeruginosa","Raphidiopsis sp.","Microcystis brasiliense","Stauridium tetras","Golenkinia sp.","Desmidiaceae","Fitoflagelado","Ankyra sp.","Chlorophyceae","Sphaerocavum sp.","Eucapsis sp.","Tetrastrum sp.","Coelosphaerium sp.","Komvophoron sp.","Scenedesmaceae","Limnococcus sp.","Anabaena/Aphanizomenon sp.","Pannus sp.","Cuspidothrix sp.","Planktothrix isothrix","Ankistrodesmus bibraianus","Microcystis protocystis","Tetrastrum heterocanthum","Cylindrospermopsis/Raphidiopsis sp.","Ankistrodesmus sp.","Cylindrospermopsis catemaco","Lepocinclis sp.","Strombomonas sp.","Tetraplektron sp.","Tetraplektron torsum","Pediastrum duplex","Phormidium sp.","Micractinaceae","Closteriopsis sp.","Dicloster sp.","Volvocales","Centritractus belanophorus","Treubaria sp.","Anathece sp.","Eudorina sp.","Pseudostaurastrum lobulatum","Microcystis panniformis","Paradoxia multiseta","Pseudanabaena mucicola","Quadrigulla sp.","Rhizosolenia sp.","Trachelomonas armata","Epigloesphaera sp.","Ophiocytium sp.","Radiocystis sp.","Snowella sp.","Chlamydophyceae","Euglena acus","Phacus longicauda","Microcystis weisenbergii","Mougeotia sp.","Aphanocapsa spp.","Euastrum sp.","Merismopedia glauca","Nostocaceae","Pediastrum sp.","Pediastrum tetras","Planktolyngbya contorta","Ankistrodesmus spiralis","Arthrospira sp.","Chlorella sp.","Coelastrum cf. microporum","Cuspidothrix issatschenkoi","Euglenophyceae","Staurodesmus sp.","Tetradinium sp.","Tetrallantos sp.","Trichodesmium iwanoffianum","Zygnemaphyceae","Aphanizomenonaceae","Chroococcus sp.","Cryptophyceae","Cymbella sp.","Dinobryon sp.","Dolichospermum spiroides","Geitlerinema splendidum","Golenkinia/Golenkiniopsis sp.","Onychonema sp.","Oscillatoria sp.","Oscillatoriaceae","Oscillatoriales","Pediastrum simplex","Phacus torta","Planktothricoides raciborskii","Planktothricoides sp.","Pseudanabaena galeata","Pseudoanabaena cf. galeata","Spirogyra sp.","Woronichinia sp."
"2015-12-14","2015-12-14","Acude Gaviao","< 0,15","0,05","0,65","    2090.00","     266.00","    7600.00","   91952.40",NA,"      38.00",NA,NA,"   10640.00","    2280.00",NA,NA,"    4286.40",NA,NA,NA,NA,NA,"      76.00",NA,NA,NA,NA,NA,NA,NA,"   17100.00",NA,NA,NA,NA,"     304.00",NA,NA,"    9120.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-12-15","2015-12-15","Acude Gaviao","< 0,15","0,03","0,76","     572.30","     291.00","    4268.00","   13659.10","      38.80",NA,NA,"     260.40","   14192.80","    8148.00",NA,NA,NA,NA,"      93.00",NA,NA,"      19.40",NA,NA,NA,NA,NA,NA,NA,NA,"     582.00",NA,NA,"      38.80",NA,"      77.60",NA,NA,"     873.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"     291.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-12-21","2015-12-21","Acude Gaviao","0,18","0,05","0,32","     816.00","     576.00","   10560.00","   76377.60",NA,NA,NA,NA,"    8044.80","    2880.00",NA,"     384.00","    3830.40",NA,NA,NA,"    5280.00",NA,"     192.00",NA,NA,NA,NA,NA,NA,NA,"    6720.00",NA,NA,NA,NA,"     192.00",NA,NA,"   12960.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-12-22","2015-12-22","Acude Gaviao","< 0,15","0,03","0,81","     157.80","     236.70","    6838.00","    2632.60","     157.80","     117.50",NA,NA,"   11835.00","   16920.00","      26.30",NA,"    1814.70",NA,"     526.00","      70.50","    2367.00",NA,NA,NA,NA,NA,"     210.40",NA,NA,NA,"     263.00",NA,"      94.00",NA,NA,"      47.00",NA,NA,"    8225.00",NA,NA,NA,NA,"    1578.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-12-28","2015-12-28","Acude Gaviao","< 0,15","0,05","0,56","     933.60","     311.20","   15560.00","  113875.80",NA,NA,"     778.00","    1400.40","    8013.40",NA,NA,NA,"    2334.00",NA,"     778.00",NA,NA,NA,"     155.60",NA,NA,NA,"     933.60",NA,NA,NA,"   17894.00",NA,NA,NA,NA,NA,NA,NA,"   26452.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-12-29","2015-12-29","Acude Gaviao","< 0,15","< 0,04","0,39","     270.00","    1102.50","    3825.00","    5751.00","      90.00","     112.50","    1977.70",NA,"    8559.00","    8100.00","       8.90","      35.60","    5562.00",NA,"    1125.00",NA,"     979.00",NA,"       8.90",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"      67.50",NA,NA,"    4050.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"      45.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"      90.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016-01-04","2016-01-04","Acude Gaviao","< 0,40","< 0,04","0,33","     464.00","     290.00","   34800.00","   53766.00",NA,NA,NA,NA,"   25230.00","    6960.00",NA,"     232.00","    3166.80",NA,"    2320.00",NA,"   34800.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"      58.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"      58.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016-01-05","2016-01-05","Acude Gaviao","< 0,15","< 0,04","0,53","     152.10","     270.40","    2704.00","   14601.60","     101.40","      16.90","     771.00","     135.20","    9338.90","    5070.00",NA,NA,"    5140.00","      16.90","    2028.00",NA,"    1521.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,"    1028.00",NA,NA,NA,NA,"      67.60",NA,NA,"    6760.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"     623.60",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016-01-08","2016-01-08","Acude Gaviao","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016-01-11","2016-01-11","Acude Gaviao","< 0,15","0,02","0,18","     214.80","     429.60","   17184.00","   68413.80","     236.40",NA,"    2649.20",NA,"   15036.00","    4296.00",NA,NA,NA,NA,"    1432.00",NA,"   15752.00",NA,NA,"     143.20",NA,NA,NA,NA,NA,"    1002.40","   11456.00",NA,NA,"     286.40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"    7117.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016-01-12","2016-01-12","Acude Gaviao","< 0,15","0,03","0,31","      70.20","     690.30","    3042.00","    2874.70","      93.60","      11.70","     700.40",NA,"    9763.60",NA,NA,NA,NA,NA,"    2574.00",NA,"    4120.00","      20.60","      11.70","      11.70",NA,NA,"     659.20",NA,NA,NA,"     351.00",NA,NA,NA,NA,"      46.80",NA,NA,NA,NA,NA,NA,NA,"    2808.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"     585.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016-01-19","2016-01-19","Acude Gaviao","< 0,15","0,03","0,11","     154.50","     618.00","   10815.00","   13249.90","      61.80","      30.90",NA,NA,"   23351.10","    9270.00",NA,NA,"    4375.40",NA,"     927.00",NA,NA,NA,"      90.40","      30.90",NA,NA,NA,NA,NA,NA,"     309.00",NA,NA,NA,NA,NA,NA,NA,"    5871.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016-01-25","2016-01-25","Acude Gaviao","< 0,15","0,03","0,21","     801.90","     712.80","   17820.00","   68607.00",NA,"      89.10",NA,"    1603.80","   41472.90","   21384.00","      89.10",NA,NA,NA,"    3564.00",NA,NA,NA,NA,NA,NA,NA,NA,"     356.40",NA,NA,"    7128.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"     178.20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016-01-26","2016-01-26","Acude Gaviao","","","","     118.30","     135.20","    3380.00","   10444.20","     135.20","      33.80","     777.40","     270.40","    5294.80","    7098.00",NA,NA,"    2535.00",NA,"    1014.00","      25.20","    1859.00",NA,NA,NA,NA,"     252.00",NA,NA,NA,NA,"     756.00",NA,"      67.60",NA,NA,NA,NA,NA,"   15876.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016-02-01","2016-02-01","Acude Gaviao","< 0,15","0,03","0,15","     195.00","     325.00","   12350.00","   73684.00",NA,NA,"    1820.00",NA,"   68315.00","   23400.00",NA,NA,NA,NA,"    1950.00",NA,NA,NA,NA,"      65.00",NA,NA,NA,NA,NA,NA,"    3250.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016-02-02","2016-02-02","Acude Gaviao","0,18","0,02","0,15","      40.00","     120.00","    3000.00","   20444.80","      80.00",NA,"     240.00",NA,"   14725.00","   14400.00",NA,NA,NA,NA,"    1600.00",NA,NA,NA,"      21.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"    7350.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016-02-10","2016-02-10","Acude Gaviao","< 0,15","0,04","0,21","     304.80","     838.20","    9144.00","   89519.70",NA,"    1219.20",NA,NA,"   46482.00","   22860.00",NA,NA,"    3810.00",NA,"     762.00",NA,"     762.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"      76.20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016-02-11","2016-02-11","Acude Gaviao","< 0,15","0,04","0,16","     175.80","     586.00","    2344.00","   45965.80","     351.60","     644.60","     937.60","     234.40","    9962.00",NA,NA,"     222.00","     468.80",NA,NA,NA,"    1172.00",NA,NA,"      58.60",NA,NA,NA,NA,NA,NA,"    7770.00",NA,NA,NA,NA,NA,NA,NA,"   41625.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"      58.60",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016-02-12","2016-02-12","Acude Gaviao","< 0,15","0,02","0,07","     392.00","     140.00","     280.00","    3819.20","      56.00",NA,NA,NA,"   36190.00",NA,NA,"      56.00","    3606.40","      28.00",NA,NA,"     280.00",NA,"     196.00","     168.00",NA,NA,"     224.00","    1680.00",NA,NA,"    3640.00",NA,NA,NA,NA,NA,NA,NA,"    6440.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"     364.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"    2464.00",NA,"     896.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016-02-15","2016-02-15","Acude Gaviao","< 0,15","0,04","0,14","     244.50","    1467.00","   13855.00","  155176.00",NA,NA,NA,NA,"    8459.70",NA,NA,NA,"    7139.40",NA,"    3260.00",NA,NA,"      81.50",NA,"     244.50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"   58680.00",NA,NA,NA,NA,NA,NA,"     326.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016-02-16","2016-02-16","Acude Gaviao","< 0,15","0,04","0,43","     209.20","     261.50","    6276.00","   49936.00","     104.60","     470.70",NA,NA,"    5230.00","    6276.00",NA,NA,"    2301.20",NA,"    1046.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"   13075.00",NA,NA,NA,"     976.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
